"date","q1","q2","q3","id.miller","hh.maize.q6","hh.maize.q6a","hh.maize.q6b","hh.maize.q6c","hh.maize.q6d","hh.maize.q6e","hh.maize.other_q6e","hh.maize.q6f","hh.maize.q6g","hh.maize.q7","hh.maize.q8","hh.maize.q9","hh.maize.q10.a","hh.maize.q10.b","hh.maize.q10.c","hh.maize.q10.d","hh.maize.q10.e","hh.maize.q10.f","hh.maize.q10.g","hh.maize.q10.h","hh.maize.q10.96","hh.maize.other_q10","hh.maize.q11","hh.maize.q11b","hh.maize.q12","hh.maize.q13","hh.maize.q14.1","hh.maize.q14.2","hh.maize.q14.3","hh.maize.q15","hh.maize.q15b","hh.maize.q16a","hh.maize.q16b","hh.maize.q16c","hh.maize.q17a","hh.maize.q17b","hh.maize.q18a","hh.maize.q18b","hh.maize.q18c","hh.maize.q19a","hh.maize.q19b","hh.maize.q19c","hh.maize.q20","hh.maize.q21","hh.maize.q22.a","hh.maize.q22.b","hh.maize.q22.c","hh.maize.q22.96","hh.maize.q23","hh.maize.q23a","hh.maize.q24","hh.maize.q24b","hh.maize.q25.a","hh.maize.q25.b","hh.maize.q25.c","hh.maize.q25.d","hh.maize.q25.e","hh.maize.q25.f","hh.maize.q25.g","hh.maize.q25.h","hh.maize.q25.i","hh.maize.q25.j","hh.maize.q25.k","hh.maize.q25.96","hh.maize.other_q25","hh.maize.q26","hh.maize.q27","hh.maize.q28","hh.maize.other_q28","hh.maize.q29","hh.maize.q30","hh.maize.q31","hh.maize.q32","hh.maize.other_q32","hh.maize.q33","hh.maize.other_q33","hh.maize.q36","hh.maize.q37","hh.maize.q38","hh.maize.q39","hh.maize.q40","vilID","parID","subID","distID"
"7/25/2019","No","n/a","Yes","M033","b",1.5,0.1,0.2,10,2,"n/a","No",30,"Male","a","d",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"n/a",20,"Yes","1/1/2014","No",FALSE,FALSE,TRUE,"n/a","n/a","n/a","n/a","110",100,0,"n/a","n/a","120","n/a","n/a","n/a","n/a","999",TRUE,FALSE,FALSE,FALSE,"Yes","2","Yes","50",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a",1,999,"c","n/a","Yes","Yes","b","b","n/a","b","n/a",1,3,5,3,5,2,3,4,1
"7/25/2019","No","n/a","Yes","M034","b",0.2,0,0.25,10,2,"n/a","No",38,"Male","a","b",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"n/a",70,"Yes","1/1/2014","Yes",TRUE,TRUE,TRUE,"65","70","90","60","40",70,30,"200","200","150","2000","1800","1500","100","500",TRUE,FALSE,FALSE,FALSE,"No","n/a","Yes","50",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a",2,1,"a","n/a","Yes","Yes","b","a","n/a","a","n/a",3,3,4,4,4,2,1,4,1
"7/25/2019","No","n/a","Yes","M035","b",7,0.5,1,2,2,"n/a","Yes",35,"Male","a","b",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"n/a",80,"No","1/1/1998","No",FALSE,FALSE,TRUE,"n/a","n/a","n/a","n/a","30",100,0,"n/a","n/a","100","n/a","n/a","n/a","n/a","999",TRUE,FALSE,FALSE,FALSE,"No","n/a","Yes","10",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",1,999,"c","n/a","Yes","No","b","b","n/a","b","n/a",4,5,5,5,5,1,4,4,1
"7/25/2019","Yes","Yes","n/a","M036","a",6,0.1,0.5,2,1,"n/a","n/a",62,"Male","a","c",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"n/a",40,"Yes","1/1/2019","No",FALSE,FALSE,TRUE,"n/a","n/a","n/a","n/a","45",100,0,"n/a","n/a","100","n/a","n/a","n/a","n/a","500",TRUE,FALSE,FALSE,FALSE,"No","n/a","No","n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a",1,999,"c","n/a","No","Yes","b","c","n/a","b","n/a",4,5,3,5,5,1,1,4,1
"7/25/2019","No","n/a","Yes","M037","a",5,0.1,1,2,2,"n/a","Yes",25,"Male","e","c",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"n/a",70,"Yes","1/1/2015","No",FALSE,FALSE,TRUE,"n/a","n/a","n/a","n/a","30",100,0,"n/a","n/a","100","n/a","n/a","n/a","n/a","999",TRUE,FALSE,TRUE,FALSE,"No","n/a","Yes","100",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",1,999,"c","n/a","No","No","b","b","n/a","c","n/a",5,5,4,5,3,2,4,4,1
"7/25/2019","Yes","Yes","n/a","M038","a",20,0,0.6,3,1,"n/a","n/a",67,"Male","a","b",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"n/a",70,"No","1/1/2018","No",FALSE,FALSE,TRUE,"n/a","n/a","n/a","n/a","30",100,0,"n/a","n/a","100","n/a","n/a","n/a","n/a","999",TRUE,FALSE,FALSE,FALSE,"No","n/a","Yes","200",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",1,999,"c","n/a","No","Yes","b","b","n/a","b","n/a",4,4,5,5,5,2,4,4,1
"7/25/2019","Yes","Yes","n/a","M039","b",0.5,0.1,0.5,7,1,"n/a","n/a",43,"Male","a","d",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"n/a",80,"Yes","1/1/2015","No",FALSE,TRUE,TRUE,"n/a","65","n/a","14","10",80,20,"n/a","150","120","1800","1400","1000","900","500",TRUE,FALSE,FALSE,FALSE,"Yes","10","Yes","100",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",1,1,"a","n/a","Yes","Yes","b","c","n/a","a","n/a",4,3,5,5,5,2,1,4,1
"7/25/2019","No","n/a","Yes","M040","b",0,0.5,0.5,8,2,"n/a","Yes",26,"Male","a","d",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"n/a",50,"Yes","1/1/2018","No",TRUE,TRUE,TRUE,"65","75","20","18","10",100,0,"200","180","180","n/a","n/a","n/a","n/a","500",TRUE,TRUE,TRUE,FALSE,"No","n/a","No","n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a",1,1,"a","n/a","No","Yes","b","a","n/a","a","n/a",5,4,5,5,5,1,3,4,1
"7/25/2019","No","n/a","Yes","M041","a",4,2,1,7,96,"Operator","No",19,"Male","e","c",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"n/a",70,"Yes","1/1/2019","No",FALSE,FALSE,TRUE,"n/a","n/a","n/a","n/a","60",100,0,"n/a","n/a","150","n/a","n/a","n/a","n/a","200",TRUE,FALSE,TRUE,FALSE,"Yes","3","Yes","100",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a",1,999,"c","n/a","No","No","b","c","n/a","b","n/a",5,4,3,5,5,1,2,4,1
"7/24/2019","Yes","Yes","n/a","M042","a",10,0.1,1,1,2,"n/a","Yes",22,"Male","a","d",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"n/a",80,"Yes","1/1/2015","No",FALSE,TRUE,TRUE,"n/a","75","n/a","45","40",100,0,"n/a","150","150","n/a","n/a","n/a","n/a","200",TRUE,TRUE,FALSE,FALSE,"No","n/a","Yes","50",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a",1,1,"c","n/a","Yes","Yes","b","c","n/a","c","n/a",4,5,4,5,5,1,4,5,1
"7/24/2019","No","n/a","Yes","M043","b",4,0,0.5,2,96,"Operator","No",20,"Male","e","d",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",80,"Yes","1/1/2018","No",FALSE,TRUE,TRUE,"n/a","60","n/a","60","30",100,0,"n/a","170","150","n/a","n/a","n/a","n/a","400",TRUE,TRUE,TRUE,FALSE,"No","n/a","No","n/a",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",1,1,"c","n/a","No","No","b","c","n/a","b","n/a",4,5,5,5,5,3,4,5,1
"7/24/2019","No","n/a","Yes","M044","b",0.2,0.2,0.2,3,2,"n/a","Yes",19,"Male","e","e",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"n/a",80,"Yes","1/1/2006","No",TRUE,TRUE,TRUE,"70","80","20","15","10",0,60,"n/a","n/a","n/a","2200","1700","1200","1000","500",TRUE,FALSE,FALSE,FALSE,"No","n/a","Yes","1000",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"n/a",2,1,"a","n/a","Yes","Yes","b","a","n/a","a","n/a",4,4,4,4,5,1,2,5,1
"7/24/2019","Yes","Yes","n/a","M045","a",6,0,3,3,1,"n/a","n/a",35,"Male","a","d",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a",80,"Yes","1/1/2019","No",FALSE,TRUE,TRUE,"n/a","60","n/a","40","60",100,0,"n/a","150","100","n/a","n/a","n/a","n/a","300",TRUE,TRUE,TRUE,FALSE,"No","n/a","Yes","100",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",1,1,"c","n/a","No","No","b","b","n/a","b","n/a",5,4,5,5,5,1,5,5,1
"7/24/2019","Yes","Yes","n/a","M046","b",4.8,0.2,4.8,1,1,"n/a","n/a",26,"Male","a","b",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"n/a",70,"Yes","1/1/2009","No",TRUE,TRUE,TRUE,"60","70","80","40","30",50,50,"150","150","100","2000","1500","1300","750","400",TRUE,FALSE,FALSE,FALSE,"No","n/a","Yes","100",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",1,1,"c","n/a","No","Yes","b","c","n/a","b","n/a",5,4,4,4,5,1,1,5,1
"7/24/2019","No","n/a","Yes","M047","a",12.6,0.1,0.5,3,96,"Supervisor","No",45,"Female","a","b",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",30,"Yes","1/1/2014","No",FALSE,TRUE,TRUE,"n/a","80","n/a","60","90",100,0,"n/a","150","120","n/a","n/a","n/a","n/a","300",TRUE,TRUE,FALSE,FALSE,"Yes","5","Yes","500",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",1,2,"c","n/a","No","No","b","b","n/a","b","n/a",4,5,3,4,5,1,3,5,1
"7/24/2019","No","n/a","Yes","M048","b",7,0.2,1,2,96,"Worker","Yes",23,"Male","a","d",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"n/a",40,"Yes","1/1/2017","No",TRUE,TRUE,TRUE,"70","80","40","30","10",100,0,"200","100","50","n/a","n/a","n/a","n/a","120",TRUE,FALSE,TRUE,FALSE,"No","n/a","Yes","80",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",1,1,"c","n/a","No","Yes","b","c","n/a","b","n/a",4,3,4,5,5,2,1,5,1
"7/24/2019","Yes","Yes","n/a","M049","a",15,0,0.6,2,1,"n/a","n/a",30,"Female","a","a",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",50,"Yes","1/1/2016","No",FALSE,TRUE,TRUE,"n/a","70","n/a","40","45",100,0,"n/a","120","100","n/a","n/a","n/a","n/a","300",TRUE,TRUE,FALSE,FALSE,"No","n/a","No","n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a",1,1,"c","n/a","No","Yes","b","b","n/a","b","n/a",4,4,4,4,5,2,4,5,1
"7/24/2019","No","n/a","Yes","M050","a",5,0.1,0.1,3,4,"n/a","Yes",20,"Male","a","d",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"n/a",70,"Yes","1/1/2012","No",FALSE,TRUE,TRUE,"n/a","80","n/a","60","40",100,0,"n/a","120","115","n/a","n/a","n/a","n/a","300",TRUE,TRUE,FALSE,FALSE,"Yes","2","Yes","20",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a",1,1,"c","n/a","Yes","Yes","b","b","n/a","b","n/a",3,3,4,3,5,1,5,5,1
"7/23/2019","Yes","Yes","n/a","M051","b",2,0,0.1,3,1,"n/a","n/a",53,"Male","a","b",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"n/a",100,"Yes","1/1/2019","No",TRUE,TRUE,TRUE,"45","60","10","10","10",95,5,"200","180","100","2000","1900","1000","1000","600",TRUE,TRUE,TRUE,FALSE,"Yes","5","Yes","100",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"n/a",1,1,"a","n/a","Yes","No","b","a","n/a","a","n/a",5,5,5,5,5,2,4,6,1
"7/23/2019","Yes","Yes","n/a","M052","b",5,0,1,3,1,"n/a","n/a",51,"Male","a","c",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"n/a",60,"Yes","1/1/2010","No",TRUE,TRUE,TRUE,"75","30","35","60","45",80,20,"200","100","80","1500","1000","800","600","50",TRUE,FALSE,TRUE,FALSE,"Yes","10","Yes","200",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a",1,1,"b","n/a","Yes","No","b","a","n/a","a","n/a",3,3,5,5,5,2,5,6,1
"7/23/2019","Yes","Yes","n/a","M053","a",3.2,0.1,0.5,4,1,"n/a","n/a",56,"Male","a","a",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"n/a",30,"Yes","1/1/2002","No",FALSE,TRUE,FALSE,"n/a","100","n/a","90","n/a",100,0,"n/a","100","n/a","n/a","n/a","n/a","n/a","999",TRUE,FALSE,FALSE,FALSE,"No","n/a","No","n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a",1,1,"c","n/a","No","No","b","96","Soil","c","n/a",2,2,4,3,4,1,1,6,1
"7/23/2019","No","n/a","Yes","M054","b",2,0,3,2,96,"Son to owner ","Yes",20,"Male","e","d",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"n/a",70,"Yes","1/1/2018","No",FALSE,FALSE,TRUE,"n/a","n/a","n/a","n/a","20",100,0,"n/a","n/a","100","n/a","n/a","n/a","n/a","999",TRUE,FALSE,FALSE,FALSE,"No","n/a","No","n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a",2,1,"c","n/a","No","No","b","b","n/a","b","n/a",4,4,3,5,4,1,5,6,1
"7/23/2019","Yes","Yes","n/a","M055","b",3,0.2,1.5,1,1,"n/a","n/a",25,"Male","a","b",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a",60,"Yes","1/1/2014","No",FALSE,FALSE,TRUE,"n/a","n/a","n/a","n/a","25",100,0,"n/a","n/a","100","n/a","n/a","n/a","n/a","300",TRUE,TRUE,FALSE,FALSE,"No","n/a","Yes","3",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",1,1,"c","n/a","No","No","b","b","n/a","b","n/a",3,3,3,4,4,1,2,6,1
"7/23/2019","No","n/a","Yes","M056","a",8,0.1,0.2,3,2,"n/a","Yes",23,"Male","e","d",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"n/a",30,"Yes","1/1/2016","No",FALSE,FALSE,TRUE,"n/a","n/a","n/a","n/a","20",100,0,"n/a","n/a","100","n/a","n/a","n/a","n/a","200",TRUE,FALSE,FALSE,FALSE,"No","n/a","Yes","30",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a",1,1,"c","n/a","No","No","a","b","n/a","b","n/a",4,5,5,5,5,3,2,6,1
"7/23/2019","No","n/a","Yes","M057","a",4,0.5,0.5,1,2,"n/a","Yes",17,"Male","e","d",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"n/a",10,"Yes","1/1/2018","No",FALSE,FALSE,TRUE,"n/a","n/a","n/a","n/a","20",100,0,"n/a","n/a","100","n/a","n/a","n/a","n/a","200",TRUE,FALSE,FALSE,FALSE,"No","n/a","Yes","30",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a",3,1,"c","n/a","No","No","b","b","n/a","b","n/a",3,2,2,4,4,2,2,6,1
"7/23/2019","Yes","Yes","n/a","M058","b",3.2,0.1,0.2,8,1,"n/a","n/a",32,"Male","a","c",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"n/a",50,"Yes","1/1/1999","No",FALSE,FALSE,TRUE,"n/a","n/a","n/a","n/a","40",100,0,"n/a","n/a","100","n/a","n/a","n/a","n/a","999",TRUE,FALSE,TRUE,FALSE,"No","n/a","No","n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",1,1,"c","n/a","No","No","b","b","n/a","c","n/a",5,5,5,5,5,1,3,6,1
"7/23/2019","No","n/a","Yes","M059","c",0.1,0.1,1,6,2,"n/a","Yes",50,"Male","a","a",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"n/a",40,"No","1/1/2010","No",FALSE,TRUE,TRUE,"n/a","70","n/a","40","25",100,0,"n/a","150","100","n/a","n/a","n/a","n/a","400",TRUE,TRUE,TRUE,FALSE,"Yes","1","Yes","100",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",3,1,"a","n/a","Yes","No","b","d","n/a","b","n/a",4,4,3,4,4,1,4,6,1
"7/23/2019","Yes","Yes","n/a","M060","b",1,0.1,0.3,5,1,"n/a","n/a",48,"Male","a","b",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"n/a",60,"Yes","1/1/2000","No",FALSE,FALSE,TRUE,"n/a","n/a","n/a","n/a","45",100,0,"n/a","n/a","80","n/a","n/a","n/a","n/a","999",TRUE,FALSE,TRUE,FALSE,"Yes","1","Yes","100",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"n/a",1,1,"c","n/a","Yes","Yes","b","c","n/a","b","n/a",3,5,2,5,5,1,4,6,1
"7/24/2019","Yes","Yes","n/a","M061","b",5.8,0.1,5.8,999,1,"n/a","n/a",43,"Male","a","b",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"n/a",50,"Yes","1/1/2018","No",FALSE,FALSE,TRUE,"n/a","n/a","n/a","n/a","60",100,0,"n/a","n/a","100","n/a","n/a","n/a","n/a","100",TRUE,FALSE,FALSE,FALSE,"No","n/a","No","n/a",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a",1,1,"c","n/a","No","No","b","c","n/a","b","n/a",2,5,3,2,5,1,1,7,1
"7/24/2019","Yes","Yes","n/a","M062","a",4,0.2,0.5,5,1,"n/a","n/a",75,"Male","a","d",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"n/a",30,"Yes","1/1/2019","No",FALSE,FALSE,TRUE,"n/a","n/a","n/a","n/a","100",100,0,"n/a","n/a","100","n/a","n/a","n/a","n/a","100",TRUE,FALSE,TRUE,FALSE,"No","n/a","No","n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a",1,1,"c","n/a","No","No","b","b","n/a","b","n/a",4,3,4,3,4,5,1,7,1
"7/24/2019","Yes","Yes","n/a","M063","a",12,0.1,0.2,4,1,"n/a","n/a",58,"Male","a","b",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"n/a",50,"Yes","1/1/2016","No",FALSE,FALSE,TRUE,"n/a","n/a","n/a","n/a","60",100,0,"n/a","n/a","100","n/a","n/a","n/a","n/a","100",TRUE,FALSE,TRUE,FALSE,"No","n/a","No","n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a",1,1,"c","n/a","No","No","a","c","n/a","b","n/a",3,3,5,4,4,7,1,7,1
"7/24/2019","Yes","Yes","n/a","M064","a",0.25,0.3,0.5,2,1,"n/a","n/a",48,"Male","a","c",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a",100,"Yes","1/1/2016","No",FALSE,TRUE,TRUE,"n/a","60","n/a","10","10",100,0,"n/a","200","150","n/a","n/a","n/a","n/a","500",TRUE,FALSE,FALSE,FALSE,"Yes","5","No","n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a",1,1,"a","n/a","Yes","No","b","a","n/a","a","n/a",3,3,4,4,5,1,2,7,1
"7/24/2019","Yes","Yes","n/a","M065","b",3,0.2,1,2,1,"n/a","n/a",35,"Female","a","b",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"n/a",70,"Yes","1/1/2018","No",FALSE,FALSE,TRUE,"n/a","n/a","n/a","n/a","15",100,0,"n/a","n/a","50","n/a","n/a","n/a","n/a","200",TRUE,TRUE,FALSE,FALSE,"Yes","5","No","n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a",1,1,"c","n/a","No","Yes","b","c","n/a","b","n/a",4,5,4,3,4,3,1,7,1
"7/24/2019","No","n/a","Yes","M066","b",0,0,0.2,3,2,"n/a","Yes",19,"Male","a","d",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"n/a",70,"Yes","1/1/2018","No",FALSE,TRUE,TRUE,"n/a","80","n/a","10","10",100,0,"n/a","200","150","n/a","n/a","n/a","n/a","500",TRUE,FALSE,TRUE,FALSE,"No","n/a","No","n/a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"n/a",1,1,"a","n/a","No","No","b","a","n/a","a","n/a",4,3,5,5,4,1,3,7,1
"7/24/2019","Yes","Yes","n/a","M067","b",3.5,0,1,1,1,"n/a","n/a",38,"Male","a","d",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"n/a",50,"Yes","1/1/2015","Yes",FALSE,TRUE,TRUE,"n/a","90","n/a","35","15",100,0,"n/a","150","100","n/a","n/a","n/a","n/a","300",TRUE,TRUE,TRUE,FALSE,"Yes","1","Yes","50",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"n/a",1,1,"c","n/a","Yes","No","b","c","n/a","b","n/a",5,5,3,3,3,6,1,7,1
